content
Ongkir lebih mahal daripada harga makanan. Hadehh.. padahal pake exspres tetap aja lama
"tidak bisa login, bacaan nya terus harap perbarui apk gojek anda pdhl baru download"
oke
"Sayang nya gak bisa belanja sayur mayur, cabe bawang dll seperti di GRAB atau SHOPEE... juga beli ro..k..k gak bisa lagi di GO MART. sayang sekali terpaksa ⭐️ sy turunin ya. Walaupun saya jajan di GOFOOD dan pakai jasa GORIDE bisa di kalkulasikan udah puluhan juta kali... tetep masih GAK PUAS. mohon perhatian nya apa yg kita BUTUHKAN bukan yg kalian INGINKAN ya. Thanks.."
sebagai tukang gojek apakah bisa tempatkan jam waktu stop kerja dan lanjut kerja agar driver bisa istirahat tepat waktu jam tidur mereka apa bila sudah ada itu maka kukasih bintang 5 karena tidak bisa pikirkan karyawan drivernya
aku perlu bantuan gojekkkk aku baru beli akun gopay tapi aku ga bisa masuk gara gara verifikasi muka tolong dong gojek bantuannya
diskon semakin dikit
sangat membantu di perjalanan
"pesannya mudah, kendaraan nya nyaman dan cepat sampai"
mantabb
terbaik
"HAPUS APK GOJEK MASAL, BANYAK RUGINYA KITA BAYAR 10.000 DRIVER CUMA TERIMA 5000 HAHAHA"
keren
layanan cs harusnya jadi tujuan gojek mengetahui keluhan custemer bukan malah ngobrol sama ai
nyaman dan cepat diakses
bagus lah
mantap
aplikasi sangat bermanfaat sukses selalu team Gojek GBU
terjangkau harganya dan diskon
aplikasi transportasi paling bgus
langganan gojek dari 2022 sampai sekarang jarang make sekali make Promo nya Mantapppp .. Masokk Masokk joss
mantap
mantap
mudah murah terarah
"sekarang jadi lebih sering makai aplikasi ini buat order makanan di luar kebetulan ortu juga nitipin terus ke saya jadi ya, kasih bintang 5 kenapa tidak 😁😁"
selalu ok dengan gojek
memberikan pelayan baik
ramah mantap
atribut lengkap penemuan lokasi cepat orangnya sopan
good....
bagus
luar biasa
mantaf promonya
okee
"mungkin ga setiap driver gojek itu baik, tp pelayanan dr kantor mengenai tanggung jawab ke costumer benar"" bagus"
good
mantap
"gak nyesel download aplikasi GO-JEK ini, harganya murahhh polll mantap"
keren driver gosendnya
baik
ok
bagus
makan bang
diskon promo gofood nya gada lagi🙄
mantap
good job
sangat membantu
woke
"transaksi melalui qris buruk sekali, selalu tidak bisa,ada keterangan transaksi tidak aman. puguh aku yg mau bayar knp transaksi tidak aman,gausah ngadain qriss klo kaya gitu!! kapok saya"
Syukron Jazakallahu Khayran wa Barakallahu fiik
nyaman
Gojek makin kesini makin bikin boncos!!! gunanya fitur ekonomis apaan kalau minimal total harus 30rb. lawak. orang milih ekonomis itu biar lebih irit. nah kalau beli total 22rb kena ongkir 10rb lebih jadi 40 an ya kali pakai ekonomis biar lebih murah setidaknya jd 24rb tp gk bisa krn harus minimal 30rb ya sama aja ngapain ada fitur ekonomis!!!
tolong adakan fitur untuk ngblokir chat dari drivernya atau mengunci ngchat customer setelah pengantaran selesai 🙏🏻
bagus
mantap gojek hebat'
good job
good
"sebenernya pelayanan nya bagus, cuman iklan promosi gojek di apk lain cb tolong di perhatikan, klo emng mau promosi jgn lupa cantumin tanda silang, saya kan sudah pakai apk nya. Jadi saya susah klo iklan cmn gaada tanda silangnya"
Mantap ....
"gamau ngejelekin tp driver skrng lokasi aja milih², mau ke rumah sakit aja di cancel 7x? waras kah"
"gojek hanya mentingin laporan penumpang saja, kasian nih driver yg bener gak mau lawan arah malah di suspend, waras jek"
"sudaj beli paket plus eee kupon promo nya ilang, baru sehari padahal munculnya"
"untuk aplikasi saya kasih bintang 5 tapi kalo untuk jadi mitra gojek lebih baik tidak saya sarankan, kakak saya meninggal saat kerja dengan atribut gojek namun dana santunan dari gojek nilainya ga ada 10 persen pun dari dana BPJS TKU dan SALING JAGA. mending GRAB masih ada kasih 4 juta, mohon maaf bukan membandingkan tapi kalian yang baca bisa berpikir lebih logis saja"
PAYAH
best
"driver bagus , ramah , cepat"
Gojek Aplikasi terbaik dan Tercepat untuk Solusi anda2 yg Ngebut dengan Waktu👍🏾❤️
"aaf kasih bintang 2 soal'a driver'a sekarang pada kya gag butuh uang kalau emang lagi gag mw narik tolong di matikan aplikasi'a saya udh sering kecewa banget sama para driver gojek,"
hebat mudah2 an aman dah klau pakai Go-Jek
"Buruk pelayanannya .. Pengajuan Gopay Pinjam ditolak setiap bulan, Transaksi sudah ditingkatkan tapi tidak ada perubahan, Cs dihubungi tidak ada respon.. Fungsinya kalian Tunjukan Limit pengajuan tapi tidak bisa dicairkan buat apa? Sangat menyusahkan waktu lagi Urgent"
pass bgt
bagus
Semoga selalu dapat driver yg ramah & mau membantu angkat bawaan konsumen ke dlm mobil
aplikasi bagus membantu semua orang
terima kasih Gojek
waktu dan penjemputan tepat dan tidak makan waktu terlalu lama
"pake grab aja, apk gjls nunggu sejam lebih malah dibatalin"
mantap
ok
sangat membantu untuk transportasi
ok
Ribedd mau ambil uang sendiri aja susahh parahh !!
"sebagai anak strict parents sih ini bagus min aku gak takut di culik, next request semoga ada gojek pake kawasaki"
cepat
ok
bagus dan ramah ojek nya🙏
akun di batasi ?.. maksud apa ini min
"Tolong lebih selektif milih driver. soalnya kadang ada yang mesum, kadang ada yang gak sabar. pedahak di sini pembeli adalah raja."
hilangkan applikasi hemat kasian driver dan penumpang kalau hujan pada ga mau narik..
sangat membantu
ok
sangat membantu
ok
sangat membantu
mengesankan
mudah dan cepat pengunaannya
driver sangat sopan dan cepat
"suka banget sama pelayan di sini,ok semua,dan selalu dapat harga pas"
bagus
kerennnn gojek selalu dihati❤️❤️
sangat mudah banyak opsi mau pake yg mana
daftar aja susah dipersulit
"aplikator bener penumpangnya gelo , penumpangnya bener aplikatornya yang gelo"
Pengiriman cepat diterima dg selamat tanpa ada kerusakan
"jemputnya cepat trs ngendarainya hati"",,cepat sampai dan nyaman mobilnya juga harum,,sangat membantu sekali"
"pesanan sedetik ga bisa dibatalin, aneh"
good dapat vc lebih murah
terbaik
"selama ini saya merasa terbantu dengan aplikasi ini,,dan saya juga sangat puas dengan pelayanan para driver 🙏 salam semangat buat para driver nya 💪👌"
mantab
mantapp
trimakasih
good
mqntap
mantap
"bangkeeee susah amat nyari driver , niat kerja ga sih drivernya???"
semuanya bagus
sering dapet supir gojek yang ramah mending gojek daripada grab
sangat membantu dalam perjalanan
semakin lama semakin di pres peraturan bagi driver ga ada pertimbangan sma sekali
keren
trmksh pak
membantu
Good lah Gojek dan Gofood nya
nyaman
ok
wow
bagus
"Gojek luar👍 Drivernya cepat, sopan dan ramah banyak senyumnya"
"mohon dibaca ya. INI PENTING KRITIK DARI CUSTOMER HARUS DIDENGARKAN DAN DITERAPKAN! mahal banget biaya pemesanan nya, dari 5 ribu loh masih inget banget ni apk dlu masih 5 ribu biaya pemesanan nya dan sekarang? 16 ribu ga ngotak banget udah makanan nya pesen disini harganya lebih mahal karna sama pajak daripada pesen langsung ditambah lagi ma biaya pemesanan nya yang kek anjg jadi percuma make diskon tuh yang kepotong biaya pemesanan nya doang gaguna, tolong dimurahin lagi ya sy gamau tau."
cepat dan profesional
lumayan bagus
tau ah pusing beda pas waktu di pimpin pak nadiem
ok trimakasih
Mantap....
ok
👍
multifungsi pembayaran & transportasi
siip
bagus sekali...memudahkan kita dalam segala hal
"aplikasi gajelas, pas harganya normal pada gamau ngambil, mau coba refresh harga naik 2x lipat"
memuaskan
sangat membantu
"setiap hari selalu pkek gojek apalagi pas pagi hari,tapi gak ada diskonnya malah makin hari gojek makin mahal,apalagi pada saat hari besar wih makin mahal dari hari biasanya,gak ada diskonannya,sekalinya ada diskon cuman 500perak dan ada yang besar diskonnya tapi byrnya hrus pkek bank,dana dll.sementara gak semua org punya bank,dana dll.lama-lama gak ada lagi yang mau pakai gojek krn mahal ongkosnya.jadi bisalah diperbaiki untuk harga agar setiap hari ada diskonnya agar lebih murah dan gak mahal"
"tepat waktu, sesuai prosedur dan bagus pelayanannya...tarif di turunkan bisakah???"
ngaco dah skarang login pakai verifikasi wajah dan gak pernah berhasil...
semoga lbih baik
"siiip pokoknya,,,👍"
"Gojek dulu sangat bermanfaat, gojek sekarang ya ampun nyusahin banget sumpah. tarifnya ga ngotak, padahal dulu gojek andalan banget di segala kondisi, tapi sekarang byebye deh, pake grab aja lebih mending"
mantabb
30/05/20 Mantap nih gan Sangat membantu saya untuk berbelanja. Saran dari gw driver nya perbanyak cewe yah wkwkkwkw 22/04/25 maaf jika ulasan saya kurang sopan :v dlu Masi SMP soalnya
bagus..
susah bgt dpt driver
ok
baguy lah
mendukung customer yang maksa lawan arah!!! freak
selama ini alhamdulilah sll dpt driver baik juga kendaraan yg bersih n wangi... 🤩
Sesuai kebutuhan dan kepentingan masyarakat banyak.
the best
Bagus dan.membantu
"tepat waktu,ramah,aman"
pakai gojek cepat dan jelas
sangat bagus buat di pergunakan
butut layanan nya
Bagus
Sering ke kantor dgn goride. ditunggu diskonnya utk pelanggan setia
Sekarang nunggu drivernya lama banget. Di aplikasi jarak 5 menit bisa nunggu smpe 30 menit.
susah cari alamat baik tujuan ataupun titik jemput
"banyak"" in promonya ya hehe"
yeay ada diskon
"pihak gojek gimana ya? dipesanan tertera bbrapa menit tapi selalu saja sampai lebih lama, misal nunggu 4 menit itu sudah jalan atau belum? saya tunggu 4 menit drivernya baru jalan, nanti sampai sekitar 10 menitan, tolong saya juga kejar waktu"
Trusted
semoga tetap lancar walaupun bnyk saingan driver bisa sejahtera aamiin
ok
good services
sangat bagus
Mantab pokoknya
keren
transportasi yang sangat memudahkan untuk digunakan dan biaya terjangkau
mantul
mntap
semoga bermanfaat
Mantap untuk aplikasi dan pelayanannya
memuaskan
"sangat membantu,semoga gojek semakin jaya"
gojek tanpa batasan
apk gojek emng g ada tandingnya selalu ada solusinya untuk berpegian kemana' pake aka gojek
bagus
Kok mau login masukkan otp tidak bisa dan macet
bintang yg bicara
driver nya songong njir
aneh paylater di review padahal ga pernah telat & slalu rutin menggunakan gojek
mantap
sangat membantu 👍🏻👍🏻
semoga lancar terus aplikasi gojek yaa amin
lebih membela ke konsumen yg ga taat aturan lalu lintas... ndesoooo
baik
mantab
oke bagus berguna sekali
"Driver motornya pada aneh, ada yang gak mau nunggu sama bawa motor sambil menelpon. Driver motor sebelah malah lebih baik sikapnya dan lebih cepat datang."
aplikasinya bagus cuman kadang banyak halangan tapi udah bagus banyak yang ada di aplikasi ini akurat bintang limaa
aplikasi menyusahkan banyak orang
semangat agar lebih bgs san baik dalam melayani penumpang.
selalu pakai goofood
terus beri layanan terbaik
bagus
Good 👍🏻
pelayanan cepat aman....
mode transportasi yg efektif efesien
ongkir terlalu mahal buat go food
Good
di aplikasi di toko Alfamart buat jual rokok sama harga mahal
"suka bangettt pake gojek dr thn 2015 :D dari jaman awal2 mulai kerja, belum nikah sampe sekarang sudah nikah dan punya anak 2 :D"
pilih kasih orang yg kerja kebanjiran punya utang bpkb disisihkan pilih kasih. yg ngak punya utang gacor pilih kasih ngak adil.
"sumpah ya, ongkir buat makanan tu ga ngotak bgt, kalau tempat deket pun ga kurang juga tu ongkir, bayangin makanan yang belasan ribu jadj hampir nyentuh 50rb gegara ongkir setidaknya mahal gitu cepet lah ngirimnya lah ini 35-45 menit"
suka banget
good job
"membantu sekali, semoga potongan buat driver lebih kecil dan adil serta banyak bonus"
aneh ini aplikasi mahalan ongkirnya dari pada yg mau di belanja
good
saldo gw kok bisa berkurang sendiri... taik
layanan mudah dan cepat terimakasih gojek menemani setiap keadaan😊
bagus
"saya salah ngasih ulasan mau ngasih bintang 5 jadi 4 gmn cara gantinya,,ga enak sama driver nya"
sangat membantu 👍🏻
mntap
Gojek applikasi terbaik selalu emang dah dari dulu sampe sekarang. Selalu senneg dapet driver dan juga bagus sistem nya. Top. Mudah2an gojek ada versi lite nya supaya lebih cepat dan ringan
tolong kembalikan gopay kami dan kami uang kami ilang sendiri
bagus👍
sangat bagus namun masih ada minusnya setiap aktifitas transfer nama pengirim selalu disembunyikan hanya terlihat inisial ini sangat tidak nyaman dan sangat mungkin mengalami kesalahan coba lakukan seperti bank2 pada umumnya supaya kita bisa memastikan kepada siapa dana terkirim contoh bank2 besar baru masukkan nomor rekening sudah terlihat nama jelas jadi kami bisa mencocokkan dengan nama yang di kirimkan oleh si penerima
muantab poll... aplikasinya lancar jaya...
sangat mendukung setiap perjalanan keluar kota
pesen gofood jadi lama banget harus nunggu 40 minite
👍👍
"gajelas, istimasi waktunya gmna nih? gausah pake 'sampai dlm 5 menit' GAUSAHHHHH, udh bbrp kali sy itungin, selalu lamaaaaaaaa yah! lebih dari waktu yg di janjikan dari aplikasi, ntah di aplikasi gojeknya baru jalan lah, atau setelah waktu yg di janjikan 3 menit kemudian atau bahkan 5 menit kmudian baru sampe."
excellence service
mantap
orderan saya tidak sampe tempat dan saya tidak menerima barang saya sama sekali orderan motor dengan plat B4357SAC namanya Nur hasan.
"oke, tepat waktu"
baguss
Nice
overall okay
saya pelanggan lama cukup baik sabar driver nya
Saya cuma mau transfer gopay k dana kenapa jadi d suruh download gojek
"aplikasinya oke ngebantu klo lg butuh kendaraan & klo lapar,tp kadang suka sebal sama drivernya suka pilih² oderan,jd suka lama nunggunya,klo macet & ngantri oderan masih di maklumin klo ada komunikasi dr drivernya"
membantu sy
"belakangan ini tiap kali pesen gofood selalu driver nya minta ongkos parkir, padahal di perinciannya di biaya lain udah jls ada biaya ongkos parkirnya"
Membantu ketika mager cari makan😊😊😊
cepet.sopan
"tolong pihak Gojek selalu kasih pengarahan atau info / peraturan ke pihak resto jika makanan/minuman yg ada itu harus selalu di update, jika tersedia tulis tersedia, jika sudah habis tolong tulis habis. Tolong profesional jika berjualan. Saya pesan makanan A, sudah nunggu 1 jam lebih, tiba² ditelvon abang ojolnya bilang kalo kata pihak resto makanan A nya sudah habis padahal saya lihat di apk masih tersedia, sudah nunggu lama² malah begini sistemnya, kapok & jera pakai gojek, tidak rekomend🙃"
enak
baik
"para pihak aplikator online, tolong perhatikan pendapatan si drivernya. supaya bisa menyekolahkan anak anaknya dan makan yang cukup gizi"
Ok dehh
"Layanannya sangat cepat, pelayanan ramah, aplikasinya juga bagus"
"udah Mahal, motornya banyak yg kotor, helm buat penumpang juga jorok bau bgt."
Sekarang gofood waktunya tambah lama tdak sperti sbelum2 nya
loading di apk ini lama banget pdhl jaringan udah aman device juga aman
good
driver ramah
bagus
berguna saat kesekolah
sangat membantu buat bepergian dan bayar membayar
Membantu sekali saat males keluar
aplikasi mendukung orang melawan peraturan lalu lintas.
baik
ok tepat waktu
mantap
senang
ok
memudahkan urusan
"Driver gocarnya banyak banget yang kurang ajar.. kita pesen, drivernya gak jalan2, di hubungi ga di angkat2, sekalinya di angkat dia bilang ""saya lagi makan kalo mau tungguin 30 menit lagi"".. kita yang pesen kita yang di suruh nunggu... kita tungguin malah sampe 1 jam lebih driver gak jalan2... tiba2 ganti driver lain.. ini gojek drivernya gak di sanksi ya yang begini? aplikasi rusak"
"GAK JELAS, MAKE PESANAN EXPERT TTP AJA LAMA, ""TELAT"" TRS TIBA"" CANCLE, UDAH DITUNGGUIN BERJAM JAM, GAJELAS"
bagus sangaat membantu tapi pintunya masih kurang
langsung potong gopay tanpa pemberitahuan
nice
"Pelayanan Ramah, Nyaman."
"driver sopan , Penjemputan dan pemilihan rute ok banget"
bagus
"woii gojek tindak lanjuti dong driver inii..... gak sopan banget, masa dokumen dilempar sih Iswendi BM3732ABH"
👍
sejauh ini aplikasinya oke bgt
"Kenapa jalur yg dilewati tidak seperti biasanya? Jalurnya sekarang jadi lebih memutar, jadinya ongkos mahal padahal drivernya lewat rute biasanya dan tidak mau sesuai maps gojek dengan alasan JAUH dan MUTAR"
"agak ribet..., kenapa penggunaan apkikasi kok selalu minta masukkan otp...? padahal bkn pengguna baru..! aneh.."
KASI PROMO DONG BUAT BELI MAKANAN GOJEK
ini perusahaan gak mutu. malah mendukung customer yg melanggar hukum drivernya utk tidak pakai helm dan melawan arah. justru kasih suspen ke driver tanpa mau tau masalah sebenarnya.
bagus
bagus
"sumpah kecewa banget pake aplikasi ini 2 kali pemesanan batal terus nunggu berjam"" berujung batal...asli dulu"" ga gini deh"
sangat terbantu Dan kalau kemana² jadi mudah .
siip
pokoknya gojek memang ok👍👍👍
"gojek saya tau sipengguna app gojek sebagai pemesan jasa di gojek memberi rating untuk pemberi jasa pelayanan antar jemput makanan atau driver, untuk si pemberi jasa mungkin bisa melihat rating mereka yang di berikan oleh seorang yang memesan jasa pelayanan itu,untuk evaluasi mereka kedepannya, tapi kenapa hal yang sama di sisi yang lain tidak diberikan tranparansi yang sama melihat bahwa adanya penutupan penglihatan pemberian rating dari si pemberi jasa ke si pemesan jasa??"
lumayan membantu tapi terkadang suka macet.. mohon tingkatkan lagi performa ke stabilitasnya.
asikk
senang sekali pelayanan juara top
sangat buruk mengganggu
"membantu, dan mempermudah. Namun kalo belum update gak bisa pencet apa-apa, sehingga memaksa harus update."
"sangat berguna sekali untuk saya, top markotop dahpoko nya mantap dan akurat banget,"
sangat puas
kok main paksa2 si..apk Taek
"sistem penilaian tidak adil, costumer kasih tip ke driver kasih bintang 1, costumer tidak kasih tip ke driver dikasih bintang 1 juga, costumer ngak bisa liat rating sendiri njer, gimana ini.. pantesan nyari driver ngak dapet"" walaupun dpt di cancel njir"
gopay later ngg jelas
rugiii
lumayan membantu dan selalu dapat potongan harga setiap mau gofood
tambahin pembayaran melalui dana dong
bagus
nyaman dalam perjalanan
Dpat driver cepet gx pake lama Gx susah juga nyari alhamdulilah
Bekerjany cpt
lemot banget aplikasinya
membantu bgt
"gojek harus bisa mendengarkan 2 arah, jangan terlalu merajakan costumer"
"saya ngga bisa upgrade gopay plus, padahal identitas dan foto selfie sudah saya ikuti prosedur nya, terus di notif muncul ""gak berhasil upgrade ke gopay plus"" ada tulisan ""mungkin kamu terlalu sering mencoba"" udah ku tunggu seminggu lebih terus hari ini ku coba lagi, masih tetep gabisa, bisa minta tolong untuk di tindak lanjuti"
"Terima kasih, aman, bagus pelayanannya"
selalu memandang rendah drivernya sendiri..
mantap
berguna
bagus pelayanannya
g ramah ama driver. najis cuih sementara pindah ke indrive m shopee food dlu
Apaan aplikasinya gue mesen gocar ehh udah ada penumpang malah engga disiplin banget
langganan lama.
sangat menyenangkan
sangat membantu perjalanan.
oke
"Mudah dioperasikan, cukup jelas laporan transaksinya"
(gofood) kita tidak boleh kelaparan 👌🏻
"Pd umumnya waktu pengantar brg sangat terjaga, sesuai prediksi waktu yg disajikan 👍"
segalanya mudah g perlu ribet
mantul
"APAAN SI, UDA SERING AKUN TBTB ILANG TBTB KELUAR, TRS PAS MAU MASUK LAGI GA BISA, KESALAHAN TRS. UDA 2 KALI KEILANGAN GOPAY."
"sangat memuaskan, tapi terkadang saat saya pesan tidak sengaja kedobelan padahal koneksi saya bangus tapi aplikasinya sudah bangus 🙏👍"
apk yang lebih memilih untuk melanggar aturan lalu lintas
ok baik
bagus
cepat dan mudah
sangat mengecewakan selalu di PHP daftar plPayLeter tapi begitu daftar di tolak.kalo ga niat ngasih jangan menawarkan!!!
ok
Tagihan t i dak sesuai harga pesanan karena langsung debet saldo.
Cepat rata² driver ramah
ok
"pesan gocar klo ga di cancel ,ya digantung aduh parah ini mah lama lama ,pindah ke sebelah"
bagus bisa membantu
selalu suka mantap gojek👍👍
melayani dg nyaman
minimal histori perjalanan setahun lalu dihapus lah ya... perbarui lagi biar bisa hapus story pembelian ataupun perjalanan seperti MAXIM
Mantaf
sangat berguna
mantap
gokil pihak aplikator suspend driver yang nolak lawan arah kalo semua driver ikutan pada lawan arah gimana bisa ngerugiin orang lain
oke
luar biasa
Membuat pekerjaan menjadi cepat dan penjemputan ny cepat
Oke...mantap
sangat membantu dalam kondisi urgent. makasih gojek
Sangat membantu perjalanan
Ok
ok
👍
gojeknya sabar
Mudah dan cepat tarif bersahabat
g ad fitur bru y
driver yang sangat baik.. terimakasih sudah mengantar جزاكم الله خيراكثيرا
gooodd
aplikasih termahal.dibandikan aplikasi lain.semenjak udah ada nama sok.mahal kali mesan nya
"aplikasi yang gak bisa kasih solusi untuk kendala yang ada, customer care di call juga gabisa kasih solusi. parah, jangan pernah sisipkan kartu anda di aplikasi ini. ditipu parah"
tepat waktu untuk penjemputan
dgn gojek cepat aman dan nyaman
"udah langganan gojek plus tapi voucher nya sama aja kaya ga pas langganan, sama aja boong"
"kalo bisa ngadain lagi go massage,dulu go massage ini sangat membantu banget saya,bikin aja kaya d Maxim,jadi yg bisa daftar hanya yg punya sertifikat saja,jadi gak repot,jadi app hanya menyediakan dan ngasih kerjaan,gak ada suspend2 n kaya gojek dulu, mohon perhatian nya terimakasih 🙏"
terbaik
Menormalisasikan permintaan CS LAWAN ARAH.
masih parah
"Aku baru Install nih Apk Go-Jek nya , kalo iya bener Bagus nanti tak kasih Bintang 🌟🌟🌟🌟🌟"
ok
"go car nya pada sombong sering cancel, apalagi kalau mau ke RS harapan kita pasti di cancel Mulu"
mantap banyak promo
manstabbbbb
"Kadang""loding"
mantap
Alhamdulillah bagus
"aplikasi bagus tp sayang suka ada kebijakan GK jelas, pengajuan paylater pemakaian aman gak pernah bayar telat, tp malah di blokir sepihak dg alasan keamanan. Gak usah repot2 naikin limit kalau gk bisa dipakai bro"
lebih nyaman dan cepat sampe tujuan
sangat nyaman
gojek terbaik mohon di improve utk pilihan setiap kota utk bs pilih motor atau mobil listrik ya.. krn terbatas bgt jika sy mau gunakan dr tangerang.
"sbnrnya semua pelayanannya bagus, tapi kenapa sih setiap hujan selalu rame dan lama dapetnya. klo misal udh dpt driver kdng² dibatalin sama driver nya sendiri. klo buru buru harus nunggu berapa lama lagi?"
ok
oke
Baru aja viral driver kena suspend gara-gara dianggap menyebarkan lokasi si penumpang yang cari masalah akibat gak mau pake helm dan memaksa driver melawan arus di Jakarta Utara. Lama-lama hapus aja nih aplikasi yang gak menghargai driver.😝😝😝👎👎👎
boikot gojek karena memberikan suspend pada driver yg memviral kan penumpang yg minta lawan arus di Ig... aplikator bukan membela yg benar tp membela yg salah... sementara saya pakai Maxim dulu sampai gojek klarifikasi ke medsos nya dan meminta maaf
lancar jaya
sangat membantu
