content
"memudahkan berbelanja bebagai keperluan, bisa memilih barang dan harga yg bervariasi...selama ini pengiriman aman sesuai waktu yg ditentukan dan paket terkirim dengan aman oleh kurirnya. 👍👍"
apk nya sangat membantu sekali dalam berbelanja online 👍👍
mantab
lumayan
"emang gk di ragu kan lagi layanan aplikasi SHOPEE nya udah berapa tahun aja saya menggunakan dan slalu puas dan puas, pokok nya Shopee top markotop dehh, hanya bintang 5 lah yg membuktikan, sukses trus SHOPEE"
"puas banget,,,barang sesuai deskripsi,,bahan tebal,,,anak ku suka banget"
shopee bagus harga murah dan pelayanan baik dan pengantaran barang cepat. sukses shopee 👍
Saran untuk pengiriman melalui Shopee Express nama kurir bisa langsung dimunculkan pada saat proses pengiriman...untuk mempermudah pembeli/penerima paket mengetahui siapa kurir yang akan mengirim paket karena kalau yang sekarang nama kurir muncul setelah paket terkirim dan diterima oleh pembeli
Bagus👍🏻
aplikasi belanja yang pas
cocok si kalo belanja gak ribet tinggal ke shopee aja de😁
keren bgt )
bagus
"masalah pengiriman 4 sampai 5 hari bisa dimaklumi,tapi sekarang 2 minggu belum tentu paket tiba di tujuan,dulu Shopie bagus,sekarang makin lama jadi tambah ngak jelas dan konyol,kalau hal lain selain pengiriman shopi the best kedepan harus lebih baik lagi, terima kasih,,,"
"wahhh belanja disini sangt hemat banget banyak vocher""diskon dan barang nya lengkap"
"mudah, cepat dan puas"
shoppe keren tidak mengecewakan 👍👍👍☺️☺️ bagus aplikasi ini
bikin acount toko maupun penjual mudah fitur edit toko juga melimpah
siipppp
jossss
pelayanan memuaskan
sangat banyak manfaat nya
selalu puas dengan shopee
"dlu kendalanya banyak, tapi sekarang sudah tidak, dlu yang awalnya setiap join live pasti gak bisa mulai video live nya, tapi sekarang sudah tidak lagi"
"mantap , moga ongkir jgn Mahal"" lagi ya . to Shopee. terima kasih byk. sangat membantu.🙏👍"
puas belanja di shopee
ok
bagus
baguss
saya suka belanja di sini. barang nya sesuai dgn yg di pesan tdk mengecewakan. kurir nya pun ramah. sampai nya pun cepat.
SHOPEE SEKARANG UNTUK MASALAH PENGIRIMAN TERLALU LAMA DAN SERING DITUNDA ESTIMASI TGL 22-24 DI UBAH 24-26 GITU ADUHH GA KAYAK TT LEBIH CEPAT SEKARANG
Apk belanja paling terjangkau dan termurah banyak diskon serta Apk layanan yang komplit.
bagus
bagus
"kurir cepat, ramah"
Mudah berbelanja
"tolong dong di kasih kontak Kurir,agar bisa dihubungi n mudah"
semoga kegiatan belanja selalu aman nyaman
"shoppe aneh, masak mau ngirim gambar dari galeri, malah gk muncul, di pilihan galerinya, malah yang muncul foto2 lama yang bisa dipilih sedangkan foto yang baru disimpan gk bisa, harus discan dulu baru ada fotonya"
ini shopee knp ya skrng?? kok susah semuanya memuat2 padahal jaringan oke semua oke tapi kok lemott
siiiip
mantap
saya sangat puwas
bagus
shopee tidak mengecewakan. saya beri bintang 5
"amanah, tp klo belanja pilih pilih dulu"
cukup membantu dalam mencari barang yg dibutuhkan
"halo kak semoga terbaca ya, aplikasinya bagus banya voucher, tapi juga banyak penipu yang mengatasnamakan shopee jugaaa, kedepannya lebih aware ya kak, setelah ditelusuri ternyata banyak korban lainnya big love-"
Pesanan sudah sampai terimakasih seller pengieiman juga cepat
bagus sekali
PENGIRIMAN INSTAN RASA REGULER... LAMA KURIR NYA PADA MALES JEMPUT
bagus
mantap
mantap
harga terjangkau pengiriman sangat cepat.tankz shopee.
ok
download Shopee bisa belanja murahhh
🤓👍👍
Puas belanja di Shopee ❤️👍👍👍
sangat membantu sekali dengan aplikasi shopee
kadang mantap kadang ngk
"Terima kasih, shopee menyedikan barang yang susah di cari."
perbanyak ongkir gratis 🙏🙏
semoga selalu dpat promo dan free ongkir. sukses terus untuk shopee
ada bagusnya ada jeleknya
seler bagus dan menarik murah dan berklualitas
Mantap
mantap
shopee top
okee lahhh mantap
bagus memuaskan
bagus
baik
sangat membantu
sangat senang berbelanja di shopee
"biaya pelayanan dan penanganan jadi naik ,mohon di turunkan kembali"
bagussss👍🏻
"sangat sangat puas , manthul banget. maksih shopee....🙏👍🥰🫰"
ok
"mantap, cukup membantu, dengan adanya shopee bisa belanja dengan efektif dan efisien"
"banyak alternatif pilihan, update pengiriman perlu perbaikan"
bagus bisa beli barang cepat
di aplikasi 85000 dtang barang jadi 133000
kerenn 🤩
"JASA SPX SANGAT BURUK DI DAERAH PANIMBANG PANDEGLANG,, PAKET SERING GAGAL DIKIRIM!!!!"
mantap
"Makin sini makin berat aplikasinya,"
pas
"mantab ,,semoga terus berkembang dan di tingkatkan"
Cukup baik
